PhysicalActivityDays,BMIPercentile,Sex,Grade
4.0,62.4051345,Female,12th grade
4.0,45.66375002,Male,12th grade
1.0,46.70869378,Male,12th grade
3.0,88.07814594,Male,12th grade
1.0,42.03799573,Male,12th grade
0.0,21.29836523,Male,12th grade
0.0,3.482496475,Male,12th grade
5.0,46.22440078,Male,12th grade
0.0,47.18050149,Male,12th grade
7.0,41.88017444,Male,12th grade
6.0,42.90615422,Male,12th grade
5.0,68.84387879,Female,12th grade
5.0,84.25378028,Female,12th grade
0.0,16.83873014,Female,12th grade
1.0,85.0778139,Female,12th grade
7.0,41.98150796,Female,12th grade
0.0,81.94224698,Female,12th grade
2.0,68.28334828,Female,12th grade
6.0,82.1659813,Female,12th grade
0.0,91.40637186,Female,12th grade
1.0,32.49797332,Female,9th grade
0.0,74.97339737,Female,9th grade
1.0,72.66703407,Female,9th grade
6.0,22.66659312,Female,9th grade
1.0,46.66948125,Female,9th grade
7.0,98.866067,Female,9th grade
7.0,45.33714908,Female,9th grade
2.0,80.73897731,Female,9th grade
5.0,33.0342922,Female,9th grade
1.0,44.95264333,Female,9th grade
3.0,63.79127104,Female,9th grade
7.0,68.33176627,Male,10th grade
5.0,79.92043653,Male,9th grade
5.0,31.08786145,Male,9th grade
4.0,69.77678882,Male,10th grade
0.0,22.68701278,Male,9th grade
0.0,66.76021312,Male,9th grade
3.0,43.08896674,Male,10th grade
7.0,97.83665559,Male,10th grade
4.0,69.13113635,Male,10th grade
5.0,84.69244832,Male,10th grade
2.0,98.73640282,Male,10th grade
1.0,71.06344628,Female,10th grade
6.0,9.60866394,Female,10th grade
0.0,84.74197212,Male,10th grade
7.0,94.78186851,Male,10th grade
6.0,76.61594979,Male,10th grade
5.0,92.62027788,Male,10th grade
7.0,38.29380716,Male,10th grade
6.0,85.72136293,Male,10th grade
5.0,47.57670396,Female,10th grade
0.0,81.10224079,Female,10th grade
4.0,81.07986622,Female,10th grade
0.0,16.01481832,Female,10th grade
0.0,71.44508093,Female,10th grade
3.0,8.776643466,Female,10th grade
5.0,78.74951784,Female,10th grade
5.0,87.28187463,Female,10th grade
6.0,58.54997123,Male,11th grade
5.0,96.02199137,Male,11th grade
2.0,33.32195557,Male,11th grade
7.0,29.00140843,Male,11th grade
6.0,29.00140843,Male,11th grade
7.0,55.79291405,Male,11th grade
4.0,58.167767,Male,10th grade
7.0,74.79862377,Male,11th grade
6.0,77.99562031,Male,11th grade
7.0,59.96662845,Male,11th grade
0.0,86.79031424,Female,11th grade
5.0,71.44508093,Female,11th grade
4.0,78.35309341,Female,11th grade
0.0,53.01344219,Female,11th grade
0.0,60.51961267,Female,11th grade
0.0,4.324742377,Female,11th grade
5.0,5.76145587,Female,11th grade
0.0,40.43646118,Female,11th grade
5.0,71.79758191,Female,9th grade
1.0,24.92124987,Female,9th grade
3.0,78.03174669,Female,9th grade
2.0,32.49797332,Female,9th grade
7.0,53.96737126,Female,9th grade
0.0,82.96083327,Female,9th grade
5.0,0.070359897,Female,9th grade
6.0,6.85423202,Female,9th grade
0.0,76.12920997,Female,9th grade
7.0,39.22259532,Female,9th grade
0.0,22.13344692,Female,9th grade
1.0,39.1338294,Female,9th grade
0.0,97.4004263,Male,9th grade
2.0,75.69056427,Male,9th grade
0.0,92.20562076,Male,9th grade
6.0,18.58008295,Male,9th grade
3.0,0.006768612,Male,9th grade
3.0,36.89716191,Male,9th grade
7.0,99.30596391,Male,9th grade
4.0,84.50209709,Female,10th grade
6.0,52.97646557,Female,10th grade
0.0,63.80149613,Female,10th grade
5.0,36.68936176,Female,10th grade
5.0,78.9594291,Male,10th grade
0.0,42.05103451,Male,11th grade
6.0,50.83565947,Female,10th grade
7.0,17.74504799,Female,10th grade
1.0,46.07997675,Female,10th grade
2.0,74.26220694,Female,10th grade
3.0,74.34578782,Female,10th grade
6.0,77.86602504,Female,10th grade
0.0,76.25276108,Female,10th grade
4.0,26.68936925,Male,10th grade
7.0,87.98815832,Male,10th grade
4.0,66.76021312,Male,10th grade
0.0,84.21561074,Male,10th grade
5.0,80.0028944,Male,10th grade
5.0,96.33551746,Male,10th grade
0.0,42.63849961,Male,10th grade
2.0,40.07525181,Male,12th grade
5.0,69.13085778,Male,12th grade
0.0,58.87622836,Male,12th grade
7.0,44.17451831,Male,12th grade
4.0,93.03240074,Male,12th grade
0.0,90.53013351,Male,12th grade
4.0,68.17556258,Male,12th grade
3.0,95.72836219,Male,12th grade
1.0,89.6840555,Male,12th grade
0.0,92.38177404,Male,12th grade
0.0,97.67997894,Male,12th grade
0.0,84.95448835,Female,12th grade
2.0,95.36191231,Female,12th grade
4.0,65.84221705,Female,12th grade
5.0,31.12614491,Female,12th grade
0.0,98.5063014,Female,12th grade
0.0,65.84221705,Female,12th grade
0.0,93.60197238,Female,12th grade
1.0,96.91369875,Female,12th grade
0.0,89.23253452,Female,12th grade
0.0,71.91187626,Female,12th grade
0.0,96.62415739,Female,10th grade
0.0,50.87045271,Female,10th grade
0.0,98.37089358,Female,10th grade
0.0,17.6022081,Female,10th grade
3.0,85.06633791,Female,10th grade
0.0,74.23946269,Female,10th grade
0.0,63.18671378,Female,10th grade
0.0,67.02228158,Female,10th grade
0.0,15.98973041,Female,10th grade
7.0,61.78523973,Female,10th grade
2.0,93.79543511,Female,10th grade
0.0,84.67610222,Female,10th grade
0.0,92.41452555,Female,10th grade
3.0,54.04791735,Male,10th grade
4.0,51.77995186,Male,10th grade
0.0,86.07223918,Male,10th grade
3.0,89.94730421,Male,10th grade
7.0,63.35195197,Male,10th grade
7.0,99.80992116,Male,10th grade
6.0,76.13913858,Male,10th grade
7.0,66.01686883,Male,10th grade
4.0,92.18630697,Male,10th grade
6.0,92.67341005,Male,10th grade
5.0,46.63367372,Female,11th grade
3.0,16.31431911,Female,11th grade
0.0,67.02228158,Female,11th grade
0.0,49.28651193,Female,11th grade
7.0,92.23530338,Female,11th grade
3.0,66.72581086,Female,11th grade
2.0,23.08528326,Female,11th grade
3.0,79.94321014,Female,11th grade
0.0,50.83565947,Female,11th grade
7.0,97.82337051,Female,11th grade
5.0,25.62543853,Female,11th grade
0.0,87.0393965,Male,11th grade
4.0,2.702715023,Male,11th grade
0.0,84.25460359,Male,11th grade
3.0,99.30645185,Male,12th grade
7.0,74.45590053,Male,11th grade
7.0,98.27574094,Male,11th grade
7.0,87.89933447,Male,11th grade
0.0,84.41178425,Male,11th grade
0.0,86.94086538,Male,11th grade
3.0,61.62211135,Male,11th grade
4.0,51.7428672,Male,11th grade
0.0,7.43365761,Male,11th grade
7.0,56.8165505,Male,11th grade
7.0,91.42596371,Male,12th grade
5.0,79.76241959,Female,12th grade
3.0,42.06321618,Female,12th grade
7.0,95.36191231,Female,12th grade
0.0,96.35684269,Male,12th grade
0.0,27.90530303,Male,12th grade
0.0,56.18208753,Male,12th grade
7.0,84.52270324,Male,12th grade
7.0,26.55798646,Male,12th grade
2.0,61.12521977,Male,12th grade
4.0,90.3259285,Male,12th grade
0.0,44.87060316,Male,12th grade
0.0,95.37626702,Male,12th grade
3.0,75.2628239,Male,12th grade
6.0,20.03706101,Male,12th grade
0.0,1.427180351,Male,12th grade
5.0,52.55947074,Female,9th grade
0.0,96.25618095,Female,9th grade
7.0,0.071055622,Female,9th grade
0.0,80.51016783,Female,9th grade
7.0,70.75265862,Female,9th grade
2.0,98.76991154,Female,10th grade
2.0,92.39504425,Male,9th grade
2.0,94.70832232,Male,9th grade
2.0,1.126496772,Male,9th grade
7.0,52.16728949,Male,9th grade
5.0,82.7581041,Male,9th grade
7.0,26.04781219,Male,10th grade
7.0,82.9105435,Male,9th grade
7.0,77.31131058,Male,9th grade
0.0,65.01123559,Female,11th grade
4.0,48.38799949,Male,11th grade
2.0,37.57997923,Female,10th grade
2.0,70.84066228,Female,10th grade
0.0,21.9624896,Female,10th grade
0.0,53.96737126,Female,10th grade
5.0,79.94743674,Male,10th grade
0.0,6.480710021,Male,10th grade
3.0,11.71844697,Male,10th grade
6.0,14.02708141,Male,10th grade
6.0,76.4894434,Male,10th grade
1.0,99.3207331,Male,10th grade
0.0,34.55230954,Male,10th grade
6.0,57.71859003,Male,10th grade
3.0,98.74117445,Male,10th grade
1.0,84.34610709,Female,10th grade
7.0,47.58022949,Male,12th grade
7.0,98.57458319,Male,12th grade
2.0,98.72363287,Male,12th grade
2.0,94.79049664,Male,12th grade
0.0,7.309878943,Male,12th grade
1.0,91.40877185,Female,12th grade
0.0,13.16010488,Female,12th grade
2.0,65.43024833,Female,12th grade
7.0,0.520765122,Female,12th grade
1.0,95.39469153,Female,12th grade
5.0,90.75765214,Female,12th grade
2.0,84.10842539,Female,12th grade
2.0,45.76251448,Female,12th grade
3.0,25.21110536,Female,12th grade
2.0,94.29536872,Female,12th grade
3.0,35.04876286,Female,12th grade
7.0,36.41834536,Female,12th grade
0.0,60.51961267,Female,12th grade
0.0,72.44971173,Female,12th grade
0.0,73.70743646,Male,9th grade
0.0,96.94902892,Female,9th grade
2.0,50.11612649,Female,9th grade
5.0,77.42100631,Female,9th grade
1.0,88.2640755,Female,9th grade
0.0,85.29469889,Female,9th grade
2.0,44.42268346,Female,9th grade
1.0,73.44604344,Female,9th grade
6.0,43.53539984,Female,9th grade
3.0,61.87259156,Female,9th grade
5.0,62.47075585,Female,9th grade
1.0,54.38998582,Male,9th grade
4.0,96.12554764,Male,9th grade
5.0,86.71569586,Male,9th grade
3.0,99.59722635,Male,9th grade
0.0,97.55335966,Male,10th grade
7.0,2.286363367,Male,9th grade
5.0,94.6470681,Male,9th grade
5.0,26.14331104,Male,9th grade
2.0,63.50973543,Male,9th grade
1.0,95.76721077,Male,9th grade
3.0,99.84386039,Male,11th grade
2.0,84.10727673,Male,11th grade
6.0,53.6985542,Male,11th grade
4.0,96.93235216,Male,11th grade
0.0,99.02321608,Male,11th grade
0.0,27.90530303,Male,11th grade
0.0,89.82378786,Male,11th grade
6.0,79.16293108,Female,11th grade
1.0,65.23127763,Female,11th grade
3.0,74.34578782,Female,11th grade
0.0,1.354683366,Female,11th grade
0.0,2.19153782,Female,11th grade
4.0,19.12650374,Female,11th grade
0.0,94.89706786,Female,11th grade
0.0,85.24612213,Female,11th grade
0.0,21.02306116,Female,11th grade
4.0,52.22408981,Female,11th grade
0.0,97.83497723,Female,11th grade
2.0,75.19253869,Female,11th grade
7.0,25.09923397,Female,11th grade
0.0,97.61424168,Female,11th grade
0.0,52.74582649,Female,11th grade
0.0,97.5371005,Female,11th grade
7.0,79.67120611,Male,11th grade
7.0,58.167767,Male,11th grade
6.0,62.29315889,Male,11th grade
7.0,61.44648834,Male,11th grade
7.0,96.57697985,Male,11th grade
3.0,93.67424598,Male,11th grade
1.0,80.50659742,Male,11th grade
0.0,51.7428672,Male,11th grade
6.0,66.16040353,Female,11th grade
4.0,21.293857,Female,11th grade
5.0,81.97672505,Male,11th grade
2.0,92.84085921,Female,12th grade
1.0,57.0210877,Female,12th grade
5.0,70.67451976,Female,12th grade
4.0,75.01704032,Female,12th grade
0.0,99.21076424,Female,12th grade
0.0,37.60087813,Female,12th grade
1.0,71.86076545,Female,12th grade
0.0,97.08533916,Female,12th grade
0.0,92.83424307,Female,12th grade
5.0,74.60880949,Female,12th grade
4.0,98.57848685,Male,12th grade
0.0,82.19258456,Female,12th grade
2.0,37.60087813,Female,12th grade
3.0,42.90615422,Male,12th grade
0.0,67.38519263,Male,12th grade
4.0,61.62522673,Male,12th grade
0.0,99.18115262,Male,12th grade
1.0,54.64792215,Male,12th grade
0.0,58.87622836,Male,12th grade
7.0,84.62919716,Male,12th grade
3.0,56.18208753,Male,12th grade
2.0,57.23154694,Male,12th grade
0.0,7.43365761,Male,12th grade
6.0,27.92771638,Male,10th grade
4.0,39.37452899,Male,10th grade
5.0,78.44672535,Male,10th grade
0.0,63.48927185,Male,10th grade
0.0,56.67898027,Male,10th grade
7.0,97.49494147,Male,10th grade
4.0,43.94501206,Male,10th grade
7.0,68.33176627,Male,10th grade
7.0,58.18521241,Male,10th grade
3.0,63.26262945,Male,10th grade
5.0,75.92719998,Male,10th grade
7.0,50.41309274,Male,10th grade
3.0,61.87259156,Female,10th grade
0.0,70.67451976,Female,10th grade
0.0,28.63552609,Male,10th grade
7.0,99.65169103,Male,10th grade
2.0,37.57997923,Female,10th grade
7.0,25.29993613,Female,10th grade
1.0,83.06926617,Female,10th grade
0.0,90.14101997,Female,10th grade
0.0,95.9856148,Female,9th grade
1.0,93.79543511,Female,9th grade
1.0,82.57589609,Female,9th grade
0.0,88.01784697,Female,9th grade
3.0,98.01728332,Female,9th grade
0.0,17.93580699,Female,9th grade
4.0,11.72368213,Female,9th grade
0.0,79.73361306,Female,9th grade
7.0,26.94682817,Female,9th grade
3.0,76.13757745,Male,9th grade
5.0,98.3757666,Male,9th grade
0.0,11.98787945,Female,9th grade
0.0,99.23716232,Female,9th grade
0.0,72.66703407,Female,9th grade
3.0,86.45744949,Male,9th grade
3.0,42.79220671,Male,9th grade
1.0,4.86964072,Male,9th grade
4.0,0.983247028,Male,9th grade
5.0,93.87468769,Male,9th grade
7.0,75.69056427,Male,9th grade
1.0,25.66497134,Male,9th grade
7.0,92.23355665,Male,9th grade
0.0,17.54872121,Male,9th grade
5.0,72.97464678,Male,9th grade
0.0,19.43625279,Male,9th grade
0.0,90.19374415,Male,9th grade
0.0,40.8934694,Male,9th grade
2.0,7.004844233,Female,10th grade
5.0,68.80335871,Female,10th grade
7.0,95.79402088,Female,10th grade
0.0,53.01344219,Female,10th grade
0.0,76.31024948,Female,10th grade
0.0,95.03683894,Female,10th grade
0.0,98.78491689,Female,10th grade
1.0,84.2338361,Female,10th grade
7.0,99.39712288,Female,10th grade
7.0,76.16361312,Female,10th grade
6.0,77.55710461,Female,12th grade
7.0,43.94501206,Male,10th grade
3.0,44.24834399,Male,10th grade
7.0,93.79838032,Male,10th grade
4.0,87.25071452,Male,10th grade
2.0,96.87222741,Male,10th grade
3.0,97.43979933,Male,10th grade
0.0,89.45512899,Female,9th grade
3.0,48.48588362,Female,9th grade
7.0,94.35712574,Female,9th grade
5.0,90.74566924,Male,10th grade
0.0,99.73495036,Male,9th grade
6.0,83.60669867,Male,10th grade
2.0,86.78281777,Male,9th grade
5.0,74.47952441,Male,9th grade
7.0,90.70856779,Male,9th grade
3.0,15.54898951,Male,9th grade
7.0,99.4807266,Male,9th grade
4.0,42.10114543,Male,12th grade
2.0,47.13837771,Male,12th grade
7.0,45.1520129,Male,12th grade
4.0,98.70411202,Male,12th grade
0.0,44.02474329,Male,12th grade
0.0,96.99582359,Female,12th grade
3.0,92.80500857,Female,12th grade
4.0,56.52032716,Female,12th grade
0.0,83.93878579,Female,12th grade
4.0,59.03829979,Female,12th grade
7.0,56.95703982,Female,10th grade
7.0,86.95492749,Female,12th grade
2.0,65.56463771,Female,12th grade
0.0,81.91225318,Female,12th grade
7.0,79.456875,Female,11th grade
3.0,29.00140843,Male,11th grade
0.0,29.00140843,Male,11th grade
4.0,75.35975743,Male,11th grade
0.0,75.2628239,Male,11th grade
0.0,1.626257173,Male,11th grade
7.0,8.924870102,Male,11th grade
4.0,98.44322633,Male,11th grade
4.0,34.21992462,Female,11th grade
5.0,96.77602067,Female,11th grade
5.0,18.46382222,Female,11th grade
3.0,67.37412662,Female,11th grade
1.0,53.28931968,Female,11th grade
3.0,97.57939704,Male,11th grade
0.0,95.19034603,Male,11th grade
5.0,49.0050896,Male,11th grade
6.0,97.16639571,Male,11th grade
5.0,85.84986532,Male,11th grade
7.0,87.29843376,Male,11th grade
7.0,37.6095217,Male,11th grade
1.0,69.17629728,Male,11th grade
7.0,88.10799552,Female,11th grade
6.0,65.04131108,Female,11th grade
1.0,92.63103874,Female,11th grade
7.0,70.24766118,Female,11th grade
7.0,42.9070731,Female,11th grade
1.0,68.83869584,Female,11th grade
7.0,68.725309,Female,11th grade
5.0,5.526833422,Female,11th grade
0.0,47.57670396,Female,11th grade
5.0,76.28817411,Female,11th grade
0.0,47.25298589,Female,11th grade
7.0,34.78983709,Female,11th grade
2.0,78.74951784,Female,11th grade
4.0,95.41000401,Female,11th grade
1.0,47.57670396,Female,11th grade
0.0,56.12875598,Female,12th grade
6.0,81.86351046,Female,11th grade
0.0,42.1484795,Female,10th grade
7.0,75.35975743,Male,10th grade
5.0,91.89342822,Male,10th grade
7.0,11.9858923,Male,10th grade
2.0,87.46561902,Male,10th grade
7.0,94.52660879,Male,10th grade
4.0,50.27447135,Male,10th grade
1.0,86.77246275,Male,10th grade
7.0,58.18521241,Male,10th grade
4.0,98.96889227,Male,10th grade
0.0,72.86170979,Female,10th grade
0.0,60.19581026,Female,10th grade
5.0,73.82749997,Female,10th grade
0.0,41.07328925,Female,10th grade
0.0,70.79270495,Female,10th grade
4.0,97.12160963,Male,12th grade
7.0,88.99530649,Male,12th grade
4.0,92.16826247,Male,12th grade
6.0,98.5202237,Male,12th grade
1.0,90.71004354,Male,12th grade
6.0,35.93437682,Male,12th grade
1.0,84.29940203,Male,12th grade
5.0,79.93438595,Male,12th grade
0.0,98.55640316,Female,12th grade
6.0,9.785228042,Female,12th grade
0.0,56.89389424,Female,12th grade
0.0,31.63999593,Male,12th grade
0.0,92.76041295,Female,12th grade
0.0,25.53707289,Female,12th grade
6.0,46.60251916,Female,12th grade
2.0,64.96446681,Female,12th grade
1.0,16.94993769,Female,12th grade
1.0,71.89758579,Female,12th grade
5.0,55.15612985,Female,12th grade
0.0,45.17144028,Female,12th grade
0.0,39.76467297,Female,12th grade
5.0,79.92192149,Male,9th grade
2.0,71.19957299,Male,9th grade
1.0,95.06181133,Male,9th grade
3.0,85.2749939,Male,9th grade
0.0,53.35115646,Male,9th grade
7.0,87.02647953,Female,9th grade
4.0,75.68396476,Female,9th grade
0.0,85.48936906,Female,9th grade
7.0,29.22517342,Male,9th grade
0.0,12.44537975,Male,9th grade
3.0,91.3566731,Male,9th grade
7.0,92.68103481,Male,9th grade
2.0,92.61218964,Male,9th grade
7.0,71.8600337,Male,9th grade
7.0,93.90236056,Male,9th grade
7.0,79.57774669,Male,9th grade
2.0,25.54426508,Male,9th grade
1.0,78.31747374,Male,9th grade
7.0,82.18267485,Male,9th grade
0.0,63.48927185,Male,9th grade
0.0,35.63692335,Male,9th grade
7.0,62.87405109,Male,9th grade
0.0,30.29781056,Female,9th grade
0.0,65.18427112,Female,9th grade
2.0,92.76804997,Female,9th grade
3.0,88.88067089,Female,9th grade
0.0,94.97024784,Female,9th grade
4.0,80.10061405,Female,9th grade
1.0,29.64029012,Female,9th grade
1.0,64.15249188,Female,9th grade
5.0,71.77163239,Female,12th grade
7.0,60.76861032,Male,12th grade
7.0,34.10784442,Male,12th grade
5.0,83.09109665,Male,12th grade
5.0,47.66003889,Female,12th grade
0.0,81.44859765,Female,12th grade
0.0,94.89062216,Female,12th grade
0.0,98.01443612,Female,12th grade
5.0,76.10665948,Female,12th grade
5.0,98.11499022,Female,12th grade
0.0,97.10273335,Female,11th grade
0.0,92.37168878,Female,11th grade
0.0,66.08825915,Female,11th grade
0.0,86.63687838,Female,11th grade
0.0,52.00817272,Female,11th grade
0.0,58.53747904,Female,11th grade
1.0,97.23423628,Female,11th grade
1.0,83.30380638,Female,11th grade
6.0,29.93458107,Female,11th grade
0.0,46.07997675,Female,11th grade
0.0,98.93885532,Male,11th grade
7.0,64.26150224,Male,11th grade
0.0,86.84669781,Female,11th grade
0.0,87.8322351,Female,11th grade
3.0,72.98083347,Female,11th grade
0.0,66.08825915,Female,11th grade
3.0,27.98383826,Female,11th grade
1.0,69.91124718,Female,11th grade
3.0,98.44222424,Female,10th grade
0.0,85.24612213,Female,10th grade
0.0,0.0018984,Female,10th grade
6.0,71.24517665,Female,10th grade
7.0,82.96083327,Female,10th grade
7.0,45.04484265,Male,10th grade
3.0,37.02509607,Male,10th grade
7.0,15.1210439,Male,10th grade
3.0,97.07114887,Male,10th grade
5.0,95.53715522,Male,10th grade
3.0,41.76200357,Male,10th grade
0.0,92.09238408,Female,10th grade
0.0,97.53817429,Female,10th grade
3.0,46.07997675,Female,10th grade
5.0,73.05961868,Male,10th grade
3.0,98.85440043,Male,10th grade
3.0,99.34359086,Male,10th grade
2.0,49.81064554,Male,10th grade
5.0,98.81895714,Male,10th grade
7.0,41.76200357,Male,10th grade
5.0,45.71292164,Male,11th grade
3.0,95.27339032,Male,10th grade
3.0,98.19385553,Male,9th grade
7.0,60.75872902,Female,9th grade
6.0,98.28093456,Male,9th grade
0.0,32.79325237,Female,9th grade
2.0,81.7100925,Female,9th grade
0.0,97.64685354,Female,9th grade
0.0,87.50167897,Male,10th grade
0.0,41.85248576,Male,9th grade
2.0,99.0371832,Female,9th grade
0.0,78.10688836,Female,9th grade
0.0,42.90537454,Female,9th grade
3.0,92.93582705,Female,9th grade
2.0,27.70125092,Female,9th grade
5.0,83.76843903,Female,9th grade
4.0,18.29423013,Male,9th grade
0.0,47.7153177,Male,9th grade
2.0,93.35076384,Male,9th grade
1.0,51.7091278,Male,9th grade
5.0,93.85510667,Male,9th grade
6.0,60.11766537,Male,9th grade
0.0,97.50458425,Female,9th grade
0.0,87.51636498,Male,12th grade
2.0,90.64452032,Male,12th grade
0.0,95.26327504,Female,12th grade
5.0,98.34883963,Female,12th grade
1.0,29.7578994,Female,12th grade
3.0,83.09080929,Female,12th grade
6.0,91.20842656,Female,12th grade
7.0,65.88575167,Female,12th grade
0.0,98.57045855,Female,12th grade
0.0,70.40604141,Female,12th grade
7.0,95.77294492,Male,12th grade
0.0,88.66110606,Male,12th grade
0.0,55.79291405,Male,12th grade
4.0,83.87324627,Male,12th grade
0.0,99.70588629,Male,12th grade
3.0,82.83795056,Male,12th grade
0.0,68.17556258,Male,12th grade
3.0,87.0393965,Male,12th grade
7.0,99.30743244,Male,12th grade
0.0,96.8934735,Male,11th grade
2.0,99.15805755,Male,12th grade
0.0,77.20364961,Female,12th grade
0.0,98.46195333,Female,12th grade
3.0,40.43646118,Female,12th grade
1.0,89.23253452,Female,12th grade
2.0,55.49638039,Female,12th grade
4.0,99.2871846,Female,12th grade
0.0,98.76439264,Female,12th grade
7.0,77.17514356,Male,11th grade
4.0,97.17528834,Male,11th grade
5.0,56.26811413,Male,11th grade
3.0,42.12549278,Male,11th grade
0.0,99.83862188,Male,11th grade
0.0,96.1397811,Male,11th grade
4.0,45.1520129,Male,11th grade
7.0,83.38004367,Male,11th grade
5.0,62.462601,Male,11th grade
7.0,48.61492211,Male,11th grade
1.0,52.08583923,Male,12th grade
0.0,96.60048022,Female,11th grade
3.0,74.71972579,Female,11th grade
4.0,93.60197238,Female,11th grade
0.0,52.00817272,Female,11th grade
0.0,80.9826523,Female,11th grade
2.0,57.95910476,Female,11th grade
7.0,65.01459821,Female,11th grade
0.0,23.38379549,Female,12th grade
0.0,85.18921007,Female,11th grade
0.0,69.15980796,Male,9th grade
5.0,98.83621451,Male,9th grade
7.0,93.47137179,Male,9th grade
1.0,39.18963322,Male,9th grade
7.0,63.79345154,Male,9th grade
3.0,54.04791735,Male,9th grade
1.0,99.274628,Male,9th grade
7.0,40.92763228,Male,9th grade
1.0,80.98353667,Male,9th grade
1.0,97.56644906,Male,9th grade
7.0,98.59100421,Female,10th grade
2.0,55.49169732,Female,9th grade
0.0,99.22377246,Female,9th grade
0.0,90.88792987,Female,9th grade
7.0,0.000597842,Male,11th grade
0.0,54.36682368,Male,11th grade
5.0,89.87845808,Female,10th grade
4.0,78.01416162,Female,10th grade
6.0,52.55947074,Female,10th grade
7.0,52.55947074,Female,10th grade
0.0,96.72407738,Female,10th grade
4.0,58.8744133,Female,10th grade
7.0,80.27785531,Female,10th grade
2.0,26.68936925,Male,10th grade
4.0,19.64801236,Male,10th grade
3.0,83.33327778,Male,10th grade
7.0,99.29199864,Male,10th grade
5.0,90.37184496,Male,10th grade
7.0,63.45405946,Male,10th grade
4.0,52.16728949,Male,10th grade
7.0,49.47476425,Male,10th grade
0.0,55.79291405,Male,12th grade
7.0,71.04906399,Male,12th grade
1.0,94.25583977,Male,12th grade
0.0,92.49213082,Male,12th grade
5.0,93.41713527,Male,12th grade
0.0,98.39556937,Male,12th grade
1.0,61.46573111,Male,12th grade
2.0,67.33594521,Male,12th grade
1.0,70.8375548,Male,12th grade
7.0,83.86652792,Male,12th grade
4.0,92.16052833,Female,12th grade
3.0,75.01704032,Female,12th grade
0.0,53.1816954,Female,12th grade
0.0,63.97414542,Female,12th grade
5.0,62.39033084,Female,12th grade
1.0,47.66003889,Female,12th grade
0.0,75.01704032,Female,12th grade
7.0,92.95131637,Female,12th grade
0.0,56.72430248,Female,12th grade
0.0,99.27839101,Male,10th grade
7.0,60.9709885,Male,10th grade
2.0,53.9997225,Male,10th grade
5.0,87.37254389,Male,10th grade
4.0,21.32932322,Female,10th grade
5.0,84.28101485,Female,10th grade
2.0,10.99453961,Female,10th grade
3.0,25.01115187,Female,10th grade
0.0,88.46785749,Female,10th grade
3.0,91.6123508,Female,10th grade
6.0,68.7308965,Female,11th grade
0.0,47.57670396,Female,11th grade
7.0,71.24517665,Female,11th grade
5.0,28.91092809,Female,11th grade
1.0,94.91944326,Female,11th grade
3.0,66.08825915,Female,11th grade
0.0,56.22159575,Female,11th grade
5.0,42.90615422,Male,11th grade
0.0,5.692348991,Male,11th grade
3.0,52.08583923,Male,11th grade
0.0,0.017492418,Male,11th grade
3.0,56.04225389,Male,11th grade
0.0,57.60270767,Female,11th grade
0.0,40.85194501,Female,11th grade
4.0,91.41864156,Female,11th grade
4.0,48.21839695,Female,9th grade
3.0,62.47075585,Female,9th grade
7.0,34.83617385,Female,9th grade
5.0,86.06465377,Female,9th grade
0.0,74.51763205,Female,9th grade
5.0,85.9657027,Female,9th grade
7.0,64.16336237,Female,9th grade
3.0,86.69036798,Female,9th grade
1.0,96.71354806,Female,9th grade
3.0,30.54443285,Female,9th grade
7.0,91.61110991,Male,9th grade
3.0,7.696411684,Male,9th grade
6.0,58.07262747,Male,9th grade
7.0,94.4214738,Male,9th grade
5.0,68.74672134,Male,9th grade
7.0,98.35856893,Male,9th grade
5.0,81.80727095,Female,9th grade
2.0,94.08124471,Female,9th grade
1.0,81.07986622,Female,9th grade
7.0,54.82320838,Female,9th grade
6.0,72.79132938,Female,9th grade
5.0,31.4150184,Female,9th grade
0.0,63.5095513,Female,9th grade
4.0,60.06952126,Female,10th grade
0.0,26.61563241,Female,9th grade
4.0,67.85584641,Female,9th grade
0.0,53.96737126,Female,9th grade
6.0,49.99841183,Female,11th grade
0.0,58.13000792,Male,9th grade
0.0,15.79592418,Male,11th grade
1.0,98.2651427,Male,9th grade
7.0,88.86798665,Male,9th grade
7.0,49.0050896,Male,10th grade
7.0,90.51467987,Male,10th grade
7.0,35.93437682,Male,11th grade
7.0,77.00916842,Male,10th grade
3.0,54.15385884,Female,10th grade
4.0,94.82910931,Female,10th grade
7.0,96.4516332,Female,10th grade
5.0,78.10688836,Female,10th grade
5.0,93.83224704,Female,10th grade
0.0,0.727335305,Female,10th grade
4.0,76.16361312,Female,10th grade
6.0,61.79232599,Female,10th grade
4.0,61.78523973,Female,10th grade
6.0,63.9371367,Male,10th grade
3.0,61.12521977,Male,11th grade
0.0,55.62821787,Male,10th grade
3.0,28.71252147,Male,10th grade
1.0,4.047351474,Male,12th grade
2.0,99.56965707,Male,12th grade
4.0,95.82738211,Male,12th grade
5.0,93.65518174,Male,12th grade
2.0,56.82844588,Female,10th grade
0.0,99.62507924,Female,10th grade
7.0,94.96238433,Female,12th grade
0.0,98.93270684,Female,12th grade
0.0,95.74178272,Female,12th grade
0.0,98.60721745,Female,12th grade
0.0,65.59859256,Female,12th grade
0.0,87.00265796,Female,12th grade
7.0,41.98150796,Female,12th grade
5.0,96.13778319,Male,11th grade
